DrugsIDs	DrugsNames	Labels
DB00441	Gemcitabine	Myelosuppressive Agents
DB00441	Gemcitabine	Noxae
DB00441	Gemcitabine	Nucleic Acids, Nucleotides, and Nucleosides
DB00441	Gemcitabine	Nucleosides
DB00441	Gemcitabine	P-glycoprotein/ABCB1 Substrates
DB00441	Gemcitabine	Pyrimidines
DB00441	Gemcitabine	Toxic Actions
DB00442	Entecavir	Anti-Infective Agents
DB00442	Entecavir	Antiinfectives for Systemic Use
DB00442	Entecavir	Cytochrome P-450 CYP1A2 Substrates
DB00442	Entecavir	Purines
DB00443	Betamethasone	Adrenal Cortex Hormones
DB00443	Betamethasone	Alimentary Tract and Metabolism
DB00443	Betamethasone	Anti-Inflammatory Agents
DB00443	Betamethasone	Cytochrome P-450 CYP3A Inducers
DB00443	Betamethasone	Cytochrome P-450 CYP3A Substrates
DB00443	Betamethasone	Cytochrome P-450 CYP3A4 Inducers
DB00443	Betamethasone	Cytochrome P-450 CYP3A4 Substrates
DB00443	Betamethasone	Cytochrome P-450 Enzyme Inducers
DB00443	Betamethasone	Dermatologicals
DB00443	Betamethasone	Hormones
DB00443	Betamethasone	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00443	Betamethasone	Hyperglycemia-Associated Agents
DB00443	Betamethasone	Immunosuppressive Agents
DB00443	Betamethasone	Ophthalmologicals
DB00443	Betamethasone	P-glycoprotein/ABCB1 Substrates
DB00443	Betamethasone	Pregnanes
DB00443	Betamethasone	Respiratory System Agents
DB00443	Betamethasone	Sensory Organs
DB00443	Betamethasone	Steroids
DB00444	Teniposide	Antineoplastic Agents
DB00444	Teniposide	Antineoplastic and Immunomodulating Agents
DB00444	Teniposide	Carbohydrates
DB00444	Teniposide	Cytochrome P-450 CYP2C9 Inhibitors
DB00444	Teniposide	Cytochrome P-450 CYP3A Inhibitors
DB00444	Teniposide	Cytochrome P-450 CYP3A Substrates
DB00444	Teniposide	Cytochrome P-450 CYP3A4 Inhibitors
DB00444	Teniposide	Cytochrome P-450 CYP3A4 Substrates
DB00444	Teniposide	Cytochrome P-450 CYP3A5 Substrates
DB00444	Teniposide	Cytochrome P-450 Enzyme Inhibitors
DB00444	Teniposide	Enzyme Inhibitors
DB00444	Teniposide	Glycosides
DB00444	Teniposide	Immunosuppressive Agents
DB00444	Teniposide	Myelosuppressive Agents
DB00444	Teniposide	Neurotoxic agents
DB00444	Teniposide	P-glycoprotein/ABCB1 Substrates
DB00445	Epirubicin	Antineoplastic Agents
DB00445	Epirubicin	Antineoplastic and Immunomodulating Agents
DB00445	Epirubicin	Carbohydrates
DB00445	Epirubicin	Enzyme Inhibitors
DB00445	Epirubicin	Glycosides
DB00445	Epirubicin	Immunosuppressive Agents
DB00445	Epirubicin	Myelosuppressive Agents
DB00446	Chloramphenicol	Alcohols
DB00446	Chloramphenicol	Anti-Bacterial Agents
DB00446	Chloramphenicol	Anti-Infective Agents
DB00446	Chloramphenicol	Antibacterials for Systemic Use
DB00446	Chloramphenicol	Antiinfectives for Systemic Use
DB00446	Chloramphenicol	Benzene Derivatives
DB00446	Chloramphenicol	Cytochrome P-450 CYP2C19 Inhibitors
DB00446	Chloramphenicol	Cytochrome P-450 CYP2C8 Inhibitors
DB00446	Chloramphenicol	Cytochrome P-450 CYP3A Inhibitors
DB00446	Chloramphenicol	Cytochrome P-450 CYP3A4 Inhibitors
DB00446	Chloramphenicol	Cytochrome P-450 Enzyme Inhibitors
DB00446	Chloramphenicol	Dermatologicals
DB00446	Chloramphenicol	Enzyme Inhibitors
DB00446	Chloramphenicol	Genito Urinary System and Sex Hormones
DB00446	Chloramphenicol	Immunosuppressive Agents
DB00446	Chloramphenicol	Myelosuppressive Agents
DB00446	Chloramphenicol	Ophthalmologicals
DB00446	Chloramphenicol	Sensory Organs
DB00447	Loracarbef	Amides
DB00447	Loracarbef	Anti-Bacterial Agents
DB00447	Loracarbef	Anti-Infective Agents
DB00447	Loracarbef	Antibacterials for Systemic Use
DB00447	Loracarbef	Antiinfectives for Systemic Use
DB00447	Loracarbef	Aza Compounds
DB00447	Loracarbef	Azabicyclo Compounds
DB00447	Loracarbef	Lactams
DB00447	Loracarbef	Nephrotoxic agents
DB00447	Loracarbef	Sulfur Compounds
DB00448	Lansoprazole	Alimentary Tract and Metabolism
DB00448	Lansoprazole	Cytochrome P-450 CYP2C19 Inhibitors
DB00448	Lansoprazole	Cytochrome P-450 CYP2C8 Substrates
DB00448	Lansoprazole	Cytochrome P-450 CYP2C9 Inhibitors
DB00448	Lansoprazole	Cytochrome P-450 CYP2C9 Substrates
DB00448	Lansoprazole	Cytochrome P-450 CYP2D6 Inhibitors
DB00448	Lansoprazole	Cytochrome P-450 CYP3A Inducers
DB00448	Lansoprazole	Cytochrome P-450 CYP3A Inhibitors
DB00448	Lansoprazole	Cytochrome P-450 CYP3A Substrates
DB00448	Lansoprazole	Cytochrome P-450 CYP3A4 Inducers
DB00448	Lansoprazole	Cytochrome P-450 CYP3A4 Inhibitors
DB00448	Lansoprazole	Cytochrome P-450 CYP3A4 Substrates
DB00448	Lansoprazole	Cytochrome P-450 Enzyme Inducers
DB00448	Lansoprazole	Cytochrome P-450 Enzyme Inhibitors
DB00448	Lansoprazole	Enzyme Inhibitors
DB00448	Lansoprazole	Gastrointestinal Agents
DB00448	Lansoprazole	P-glycoprotein/ABCB1 Inhibitors
DB00448	Lansoprazole	P-glycoprotein/ABCB1 Substrates
DB00448	Lansoprazole	Pyridines
DB00448	Lansoprazole	Sulfur Compounds
DB00449	Dipivefrin	Adrenergic Agents
DB00449	Dipivefrin	Alcohols
DB00449	Dipivefrin	Amines
DB00449	Dipivefrin	Amino Alcohols
DB00449	Dipivefrin	Neurotransmitter Agents
DB00449	Dipivefrin	Ophthalmologicals
DB00449	Dipivefrin	Sensory Organs
DB00450	Droperidol	Adrenergic Antagonists
DB00450	Droperidol	Agents that produce hypertension
DB00450	Droperidol	Autonomic Agents
DB00450	Droperidol	Central Nervous System Agents
DB00450	Droperidol	Central Nervous System Depressants
DB00450	Droperidol	Gastrointestinal Agents
DB00450	Droperidol	Moderate Risk QTc-Prolonging Agents
DB00450	Droperidol	Nervous System
DB00450	Droperidol	Neurotoxic agents
DB00450	Droperidol	Neurotransmitter Agents
DB00450	Droperidol	Peripheral Nervous System Agents
DB00450	Droperidol	Psycholeptics
DB00450	Droperidol	Psychotropic Drugs
DB00450	Droperidol	QTc Prolonging Agents
DB00451	Levothyroxine	Amino Acids
DB00451	Levothyroxine	Amino Acids, Peptides, and Proteins
DB00451	Levothyroxine	Cytochrome P-450 CYP2C8 Inhibitors
DB00451	Levothyroxine	Cytochrome P-450 CYP3A Substrates
DB00451	Levothyroxine	Cytochrome P-450 CYP3A4 Substrates
DB00451	Levothyroxine	Cytochrome P-450 Enzyme Inhibitors
DB00451	Levothyroxine	Hormones
DB00451	Levothyroxine	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00451	Levothyroxine	OATP1B1/SLCO1B1 Inhibitors
DB00452	Framycetin	Anti-Bacterial Agents
DB00452	Framycetin	Anti-Infective Agents
DB00452	Framycetin	Carbohydrates
DB00452	Framycetin	Dermatologicals
DB00452	Framycetin	Glycosides
DB00452	Framycetin	Nephrotoxic agents
DB00452	Framycetin	Ophthalmologicals
DB00452	Framycetin	Sensory Organs
DB00453	Clomocycline	Anti-Bacterial Agents
DB00453	Clomocycline	Antibacterials for Systemic Use
DB00453	Clomocycline	Antiinfectives for Systemic Use
DB00454	Meperidine	Agents that reduce seizure threshold
DB00454	Meperidine	Analgesics
DB00454	Meperidine	Central Nervous System Agents
DB00454	Meperidine	Central Nervous System Depressants
DB00454	Meperidine	Cytochrome P-450 CYP2D6 Substrates
DB00454	Meperidine	Cytochrome P-450 CYP3A Inducers
DB00454	Meperidine	Cytochrome P-450 CYP3A Substrates
DB00454	Meperidine	Cytochrome P-450 CYP3A4 Inducers
DB00454	Meperidine	Cytochrome P-450 CYP3A4 Substrates
DB00454	Meperidine	Cytochrome P-450 Enzyme Inducers
DB00454	Meperidine	Nervous System
DB00454	Meperidine	P-glycoprotein/ABCB1 Inhibitors
DB00454	Meperidine	Peripheral Nervous System Agents
DB00454	Meperidine	Sensory System Agents
DB00454	Meperidine	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB00454	Meperidine	Serotonin Agents
DB00455	Loratadine	Central Nervous System Depressants
DB00455	Loratadine	Cytochrome P-450 CYP2C19 Inhibitors
DB00455	Loratadine	Cytochrome P-450 CYP2C8 Inhibitors
DB00455	Loratadine	Cytochrome P-450 CYP2C8 Substrates
DB00455	Loratadine	Cytochrome P-450 CYP2D6 Inhibitors
DB00455	Loratadine	Cytochrome P-450 CYP2D6 Substrates
DB00455	Loratadine	Cytochrome P-450 CYP3A Inducers
DB00455	Loratadine	Cytochrome P-450 CYP3A Inhibitors
DB00455	Loratadine	Cytochrome P-450 CYP3A Substrates
DB00455	Loratadine	Cytochrome P-450 CYP3A4 Inducers
DB00455	Loratadine	Cytochrome P-450 CYP3A4 Inhibitors
DB00455	Loratadine	Cytochrome P-450 CYP3A4 Substrates
DB00455	Loratadine	Cytochrome P-450 Enzyme Inducers
DB00455	Loratadine	Cytochrome P-450 Enzyme Inhibitors
DB00455	Loratadine	Dermatologicals
DB00455	Loratadine	Histamine Antagonists
DB00455	Loratadine	Moderate Risk QTc-Prolonging Agents
DB00455	Loratadine	Neurotransmitter Agents
DB00455	Loratadine	P-glycoprotein/ABCB1 Inhibitors
DB00455	Loratadine	QTc Prolonging Agents
DB00456	Cefalotin	Agents that reduce seizure threshold
DB00456	Cefalotin	Amides
DB00456	Cefalotin	Anti-Bacterial Agents
DB00456	Cefalotin	Anti-Infective Agents
DB00456	Cefalotin	Antibacterials for Systemic Use
DB00456	Cefalotin	Antiinfectives for Systemic Use
DB00456	Cefalotin	Aza Compounds
DB00456	Cefalotin	Azabicyclo Compounds
DB00456	Cefalotin	Lactams
DB00456	Cefalotin	Nephrotoxic agents
DB00456	Cefalotin	Sulfur Compounds
DB00457	Prazosin	Adrenergic Agents
DB00457	Prazosin	Adrenergic Antagonists
DB00457	Prazosin	Agents that produce hypertension
DB00457	Prazosin	Antihypertensive Agents
DB00457	Prazosin	Cardiovascular Agents
DB00457	Prazosin	Hypotensive Agents
DB00457	Prazosin	Neurotransmitter Agents
DB00457	Prazosin	P-glycoprotein/ABCB1 Inhibitors
DB00457	Prazosin	P-glycoprotein/ABCB1 Substrates
DB00457	Prazosin	Vasodilating Agents
DB00458	Imipramine	Adrenergic Agents
DB00458	Imipramine	Adrenergic Antagonists
DB00458	Imipramine	Agents producing tachycardia
DB00458	Imipramine	Agents that produce hypertension
DB00458	Imipramine	Agents that reduce seizure threshold
DB00458	Imipramine	Anticholinergic Agents
DB00458	Imipramine	Central Nervous System Agents
DB00458	Imipramine	Central Nervous System Depressants
DB00458	Imipramine	Cytochrome P-450 CYP1A2 Inhibitors
DB00458	Imipramine	Cytochrome P-450 CYP1A2 Substrates
DB00458	Imipramine	Cytochrome P-450 CYP2C19 Inhibitors
DB00458	Imipramine	Cytochrome P-450 CYP2D6 Inhibitors
DB00458	Imipramine	Cytochrome P-450 CYP2D6 Substrates
DB00458	Imipramine	Cytochrome P-450 CYP3A Inhibitors
DB00458	Imipramine	Cytochrome P-450 CYP3A Substrates
DB00458	Imipramine	Cytochrome P-450 CYP3A4 Inhibitors
DB00458	Imipramine	Cytochrome P-450 CYP3A4 Substrates
DB00458	Imipramine	Cytochrome P-450 CYP3A7 Substrates
DB00458	Imipramine	Cytochrome P-450 Enzyme Inhibitors
DB00458	Imipramine	Histamine Antagonists
DB00458	Imipramine	Hypotensive Agents
DB00458	Imipramine	Membrane Transport Modulators
DB00458	Imipramine	Moderate Risk QTc-Prolonging Agents
DB00458	Imipramine	Muscarinic Antagonists
DB00458	Imipramine	Nervous System
DB00458	Imipramine	Neurotoxic agents
DB00458	Imipramine	Neurotransmitter Agents
DB00458	Imipramine	P-glycoprotein/ABCB1 Substrates
DB00458	Imipramine	Psychotropic Drugs
DB00458	Imipramine	QTc Prolonging Agents
DB00458	Imipramine	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB00458	Imipramine	Serotonin Agents
DB00459	Acitretin	Biological Factors
DB00459	Acitretin	Cycloparaffins
DB00459	Acitretin	Dermatologicals
DB00459	Acitretin	Terpenes
DB00460	Verteporfin	Biological Factors
DB00460	Verteporfin	Dermatologicals
DB00460	Verteporfin	Ophthalmologicals
DB00460	Verteporfin	Sensory Organs
DB00461	Nabumetone	Agents causing hyperkalemia
DB00461	Nabumetone	Agents that produce hypertension
DB00461	Nabumetone	Analgesics
DB00461	Nabumetone	Analgesics, Non-Narcotic
DB00461	Nabumetone	Anti-Inflammatory Agents
DB00461	Nabumetone	Central Nervous System Agents
DB00461	Nabumetone	Cytochrome P-450 CYP1A2 Substrates
DB00461	Nabumetone	Enzyme Inhibitors
DB00461	Nabumetone	Musculo-Skeletal System
DB00461	Nabumetone	Nephrotoxic agents
DB00461	Nabumetone	Peripheral Nervous System Agents
DB00461	Nabumetone	Sensory System Agents
DB00462	Methscopolamine bromide	Agents producing tachycardia
DB00462	Methscopolamine bromide	Alkaloids
DB00462	Methscopolamine bromide	Anticholinergic Agents
DB00462	Methscopolamine bromide	Autonomic Agents
DB00462	Methscopolamine bromide	Aza Compounds
DB00462	Methscopolamine bromide	Azabicyclo Compounds
DB00462	Methscopolamine bromide	Muscarinic Antagonists
DB00462	Methscopolamine bromide	Peripheral Nervous System Agents
DB00463	Metharbital	Anticholinergic Agents
DB00463	Metharbital	Central Nervous System Depressants
DB00463	Metharbital	Nervous System
DB00463	Metharbital	Pyrimidines
DB00464	Sodium Tetradecyl Sulfate	Acids
DB00464	Sodium Tetradecyl Sulfate	Acids, Noncarboxylic
DB00464	Sodium Tetradecyl Sulfate	Alcohols
DB00464	Sodium Tetradecyl Sulfate	Cardiovascular Agents
DB00464	Sodium Tetradecyl Sulfate	Lipids
DB00464	Sodium Tetradecyl Sulfate	Sulfur Compounds
DB00465	Ketorolac	Agents causing hyperkalemia
DB00465	Ketorolac	Agents that produce hypertension
DB00465	Ketorolac	Analgesics
DB00465	Ketorolac	Analgesics, Non-Narcotic
DB00465	Ketorolac	Anti-Inflammatory Agents
DB00465	Ketorolac	Central Nervous System Agents
DB00465	Ketorolac	Enzyme Inhibitors
DB00465	Ketorolac	Musculo-Skeletal System
DB00465	Ketorolac	Nephrotoxic agents
DB00465	Ketorolac	Ophthalmologicals
DB00465	Ketorolac	Peripheral Nervous System Agents
DB00465	Ketorolac	Sensory Organs
DB00465	Ketorolac	Sensory System Agents
DB00466	Picrotoxin	Central Nervous System Agents
DB00466	Picrotoxin	Cycloparaffins
DB00466	Picrotoxin	Neurotransmitter Agents
DB00466	Picrotoxin	Protective Agents
DB00467	Enoxacin	Anti-Bacterial Agents
DB00467	Enoxacin	Anti-Infective Agents
DB00467	Enoxacin	Antibacterials for Systemic Use
DB00467	Enoxacin	Antiinfectives for Systemic Use
DB00467	Enoxacin	Cytochrome P-450 CYP1A2 Inhibitors
DB00467	Enoxacin	Cytochrome P-450 Enzyme Inhibitors
DB00467	Enoxacin	Enzyme Inhibitors
DB00467	Enoxacin	Potential QTc-Prolonging Agents
DB00467	Enoxacin	QTc Prolonging Agents
DB00468	Quinine	Agents that reduce seizure threshold
DB00468	Quinine	Alkaloids
DB00468	Quinine	Analgesics
DB00468	Quinine	Analgesics, Non-Narcotic
DB00468	Quinine	Anti-Infective Agents
DB00468	Quinine	Central Nervous System Agents
DB00468	Quinine	Central Nervous System Depressants
DB00468	Quinine	Cytochrome P-450 CYP1A2 Inhibitors
DB00468	Quinine	Cytochrome P-450 CYP1A2 Substrates
DB00468	Quinine	Cytochrome P-450 CYP2C19 Inhibitors
DB00468	Quinine	Cytochrome P-450 CYP2C8 Inhibitors
DB00468	Quinine	Cytochrome P-450 CYP2C8 Substrates
DB00468	Quinine	Cytochrome P-450 CYP2C9 Substrates
DB00468	Quinine	Cytochrome P-450 CYP2D6 Inhibitors
DB00468	Quinine	Cytochrome P-450 CYP2D6 Substrates
DB00468	Quinine	Cytochrome P-450 CYP3A Inducers
DB00468	Quinine	Cytochrome P-450 CYP3A Inhibitors
DB00468	Quinine	Cytochrome P-450 CYP3A Substrates
DB00468	Quinine	Cytochrome P-450 CYP3A4 Inducers
DB00468	Quinine	Cytochrome P-450 CYP3A4 Inhibitors
DB00468	Quinine	Cytochrome P-450 CYP3A4 Substrates
DB00468	Quinine	Cytochrome P-450 CYP3A5 Substrates
DB00468	Quinine	Cytochrome P-450 CYP3A7 Substrates
DB00468	Quinine	Cytochrome P-450 Enzyme Inducers
DB00468	Quinine	Cytochrome P-450 Enzyme Inhibitors
DB00468	Quinine	Musculo-Skeletal System
DB00468	Quinine	OATP1B1/SLCO1B1 Inhibitors
DB00468	Quinine	P-glycoprotein/ABCB1 Inhibitors
DB00468	Quinine	P-glycoprotein/ABCB1 Substrates
DB00468	Quinine	Peripheral Nervous System Agents
DB00468	Quinine	QTc Prolonging Agents
DB00468	Quinine	Sensory System Agents
DB00469	Tenoxicam	Agents causing hyperkalemia
DB00469	Tenoxicam	Agents that produce hypertension
DB00469	Tenoxicam	Analgesics
DB00469	Tenoxicam	Analgesics, Non-Narcotic
DB00469	Tenoxicam	Anti-Inflammatory Agents
DB00469	Tenoxicam	Central Nervous System Agents
DB00469	Tenoxicam	Cytochrome P-450 CYP2C9 Substrates
DB00469	Tenoxicam	Enzyme Inhibitors
DB00469	Tenoxicam	Musculo-Skeletal System
DB00469	Tenoxicam	Nephrotoxic agents
DB00469	Tenoxicam	Peripheral Nervous System Agents
DB00469	Tenoxicam	Sensory System Agents
DB00469	Tenoxicam	Sulfur Compounds
DB00470	Dronabinol	Agents producing tachycardia
DB00470	Dronabinol	Alimentary Tract and Metabolism
DB00470	Dronabinol	Analgesics
DB00470	Dronabinol	Analgesics, Non-Narcotic
DB00470	Dronabinol	Central Nervous System Agents
DB00470	Dronabinol	Central Nervous System Depressants
DB00470	Dronabinol	Cytochrome P-450 CYP2C9 Substrates
DB00470	Dronabinol	Cytochrome P-450 CYP3A Substrates
DB00470	Dronabinol	Cytochrome P-450 CYP3A4 Substrates
DB00470	Dronabinol	Hormones
DB00470	Dronabinol	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00470	Dronabinol	Neurotransmitter Agents
DB00470	Dronabinol	P-glycoprotein/ABCB1 Inhibitors
DB00470	Dronabinol	Peripheral Nervous System Agents
DB00470	Dronabinol	Psychotropic Drugs
DB00470	Dronabinol	Sensory System Agents
DB00470	Dronabinol	Terpenes
DB00471	Montelukast	Acids, Acyclic
DB00471	Montelukast	Cytochrome P-450 CYP2C8 Inhibitors
DB00471	Montelukast	Cytochrome P-450 CYP2C9 Substrates
DB00471	Montelukast	Cytochrome P-450 CYP3A Substrates
DB00471	Montelukast	Cytochrome P-450 CYP3A4 Substrates
DB00471	Montelukast	Cytochrome P-450 Enzyme Inducers
DB00471	Montelukast	Cytochrome P-450 Enzyme Inhibitors
DB00471	Montelukast	Fatty Acids
DB00471	Montelukast	Fatty Acids, Volatile
DB00471	Montelukast	Hormones, Hormone Substitutes, and Hormone Antagonists
DB00471	Montelukast	Lipids
DB00471	Montelukast	Respiratory System Agents
DB00472	Fluoxetine	Agents that reduce seizure threshold
DB00472	Fluoxetine	Amines
DB00472	Fluoxetine	Anticholinergic Agents
DB00472	Fluoxetine	Central Nervous System Agents
DB00472	Fluoxetine	Central Nervous System Depressants
DB00472	Fluoxetine	Cytochrome P-450 CYP1A2 Substrates
DB00472	Fluoxetine	Cytochrome P-450 CYP2C19 Inhibitors
DB00472	Fluoxetine	Cytochrome P-450 CYP2C9 Inhibitors
DB00472	Fluoxetine	Cytochrome P-450 CYP2C9 Substrates
DB00472	Fluoxetine	Cytochrome P-450 CYP2D6 Inhibitors
DB00472	Fluoxetine	Cytochrome P-450 CYP2D6 Substrates
DB00472	Fluoxetine	Cytochrome P-450 CYP3A Inhibitors
DB00472	Fluoxetine	Cytochrome P-450 CYP3A Substrates
DB00472	Fluoxetine	Cytochrome P-450 CYP3A4 Inhibitors
DB00472	Fluoxetine	Cytochrome P-450 CYP3A4 Substrates
DB00472	Fluoxetine	Cytochrome P-450 CYP3A5 Substrates
DB00472	Fluoxetine	Cytochrome P-450 Enzyme Inhibitors
DB00472	Fluoxetine	Enzyme Inhibitors
DB00472	Fluoxetine	Membrane Transport Modulators
DB00472	Fluoxetine	Nervous System
DB00472	Fluoxetine	Neurotransmitter Agents
DB00472	Fluoxetine	P-glycoprotein/ABCB1 Inhibitors
DB00472	Fluoxetine	Psychotropic Drugs
DB00472	Fluoxetine	QTc Prolonging Agents
DB00472	Fluoxetine	Serotonergic Drugs Shown to Increase Risk of Serotonin Syndrome
DB00472	Fluoxetine	Serotonin Agents
DB00472	Fluoxetine	Vasodilating Agents
DB00473	Hexylcaine	Amines
DB00473	Hexylcaine	Cycloparaffins
DB00474	Methohexital	Central Nervous System Agents
DB00474	Methohexital	Central Nervous System Depressants
DB00474	Methohexital	Cytochrome P-450 CYP3A Inducers
DB00474	Methohexital	Cytochrome P-450 CYP3A4 Inducers
DB00474	Methohexital	Nervous System
DB00474	Methohexital	Psycholeptics
DB00474	Methohexital	Pyrimidines
DB00475	Chlordiazepoxide	Carbohydrates
DB00475	Chlordiazepoxide	Central Nervous System Agents
DB00475	Chlordiazepoxide	Central Nervous System Depressants
DB00475	Chlordiazepoxide	Cytochrome P-450 CYP3A Substrates
DB00475	Chlordiazepoxide	Cytochrome P-450 CYP3A4 Substrates
DB00475	Chlordiazepoxide	Glycosides
DB00475	Chlordiazepoxide	Nervous System
DB00475	Chlordiazepoxide	Neurotransmitter Agents
DB00475	Chlordiazepoxide	Nucleic Acids, Nucleotides, and Nucleosides
DB00475	Chlordiazepoxide	Psycholeptics
DB00475	Chlordiazepoxide	Psychotropic Drugs
DB00475	Chlordiazepoxide	Pyrimidines
DB00476	Duloxetine	Agents producing tachycardia
DB00476	Duloxetine	Analgesics
DB00476	Duloxetine	Central Nervous System Agents
DB00476	Duloxetine	Central Nervous System Depressants
